customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ChurnFlag,SeniorCitizenLabel,AvgMonthlySpend,ProjectedCLV,TenureGroup,R_Score,F_Score,M_Score,RFM_Score,Segment,ChurnProbability,RevenueAtRisk
7188-CBBBA,Female,0,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,95.5,6153.85,No,0,No,94.6746153846154,2292.0,49+ mo,4,4,4,12,Champions,0.2668205,305.77628195285797
5356-CSVSQ,Female,0,No,No,3,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,64.6,174.2,No,0,No,58.06666666666666,1550.4,0-6 mo,1,2,1,4,Price-Sensitive / New,0.35855916,277.95506193637846
3221-CJMSG,Male,0,No,No,24,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),51.1,1269.6,No,0,No,52.9,1226.4,13-24 mo,2,2,2,6,At Risk,0.08068184,49.47410311996937
4720-VSTSI,Female,0,No,No,44,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.8,3862.55,Yes,1,No,87.78522727272728,2035.2,25-48 mo,3,3,4,10,Champions,0.33956343,345.53974571228025
3219-JQRSL,Female,1,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.1,6352.4,No,0,Yes,88.22777777777777,2138.4,49+ mo,4,3,4,11,Champions,0.004979162,5.323720022477209
2801-NISEI,Male,0,No,No,24,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.95,1348.5,No,0,No,56.1875,1318.8000000000002,13-24 mo,2,2,2,6,At Risk,0.10810571,71.28490625470877
3946-MHCZW,Male,0,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,50.9,50.9,Yes,1,No,50.9,1221.6,0-6 mo,1,2,1,4,Price-Sensitive / New,0.5629373,343.8421146154403
4623-ZKHLY,Male,0,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.45,471.55,No,0,No,21.43409090909091,490.8,13-24 mo,2,1,2,5,Price-Sensitive / New,0.060474735,14.840499908477067
6732-VAILE,Male,0,Yes,Yes,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.95,5931.75,No,0,No,84.73928571428571,2062.8,49+ mo,4,3,4,11,Champions,0.030317087,31.26904324963689
8201-AAXCB,Male,0,Yes,Yes,25,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,60.35,1404.65,No,0,No,56.18600000000001,1448.4,25-48 mo,2,2,3,7,At Risk,0.18035164,130.61066113114356
7696-CFTAT,Male,0,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.8,726.1,No,0,No,19.624324324324323,475.2000000000001,25-48 mo,3,1,2,6,At Risk,0.013791564,3.2768755875527855
1845-CSBRZ,Female,1,Yes,Yes,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),85.35,1961.6,No,0,Yes,89.16363636363636,2048.4,13-24 mo,2,3,3,8,Loyal High-Value,0.3444516,352.78733514547343
2123-VSCOT,Female,0,Yes,Yes,59,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),72.1,4194.85,No,0,No,71.09915254237289,1730.4,49+ mo,4,3,4,11,Champions,0.022095015,19.11660721376538
6651-AZVTJ,Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,4872.45,Yes,1,No,99.4377551020408,2395.2,49+ mo,3,4,4,11,Champions,0.6055668,725.226799249649
4566-GOLUK,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.35,5118.95,Yes,1,No,108.91382978723404,2576.4,25-48 mo,3,4,4,11,Champions,0.44779077,576.8440721333027
2484-DGXPZ,Female,0,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.55,658.95,Yes,1,No,21.256451612903227,469.2000000000001,25-48 mo,3,1,2,6,At Risk,0.08549047,20.056064875423907
2018-QKYGT,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.05,81.05,No,0,No,81.05,1945.2,0-6 mo,1,3,1,5,Price-Sensitive / New,0.8480495,824.8129645586014
2792-VPPET,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.5,76.95,No,0,No,25.65,492.0,0-6 mo,1,1,1,3,Low-Value / Disengaged,0.20278491,49.88508805632591
7409-JURKQ,Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),111.8,5809.75,No,0,No,109.61792452830188,2683.2,49+ mo,3,4,4,11,Champions,0.19375752,259.94508765935893
3247-MHJKM,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,20.2,No,0,No,20.2,484.8,0-6 mo,1,1,1,3,Low-Value / Disengaged,0.36513466,88.50864071846007
1964-SVLEA,Male,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.7,415.9,No,0,No,20.795,472.8,13-24 mo,2,1,2,5,Price-Sensitive / New,0.022212483,5.251030978560447
4587-NUKOX,Female,0,No,No,3,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.1,246.5,Yes,1,No,82.16666666666667,1898.4,0-6 mo,1,3,1,5,Price-Sensitive / New,0.5332507,506.161554479599
7297-DVYGA,Female,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.85,996.95,No,0,No,19.54803921568628,476.4,49+ mo,3,1,2,6,At Risk,0.02005646,4.777448784559966
2239-CGBUZ,Female,0,Yes,No,51,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),60.5,3145.15,No,0,No,61.66960784313726,1452.0,49+ mo,3,2,3,8,Loyal High-Value,0.037282355,27.066989824175835
0854-UYHZD,Female,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,265.3,No,0,No,20.407692307692308,469.2000000000001,13-24 mo,2,1,1,4,Price-Sensitive / New,0.009437324,2.213996104337275
7243-LCGGZ,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,20.9,No,0,No,20.9,501.6,0-6 mo,1,1,1,3,Low-Value / Disengaged,0.41789633,104.80839965343475
8267-KFGYD,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.05,21.05,No,0,No,21.05,505.2000000000001,0-6 mo,1,1,1,3,Low-Value / Disengaged,0.255642,64.57516840696334
4890-VMUAV,Male,0,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,71.5,4576.3,No,0,No,72.63968253968254,1716.0,49+ mo,4,3,4,11,Champions,0.05415156,46.462039433419704
9261-WDCAF,Male,0,No,No,3,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,54.65,189.1,No,0,No,63.03333333333333,1311.6,0-6 mo,1,2,1,4,Price-Sensitive / New,0.39966714,262.1017129182816
3764-MNMOI,Male,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.2,908.15,No,0,No,19.742391304347827,460.8,25-48 mo,3,1,2,6,At Risk,0.0025672538,0.591495269536972
7442-YGZFK,Male,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.8,49.8,No,0,No,49.8,1195.1999999999998,0-6 mo,1,2,1,4,Price-Sensitive / New,0.48398194,289.22760565280913
0420-BWTPW,Male,0,No,Yes,8,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.5,215.2,Yes,1,No,26.9,612.0,7-12 mo,1,1,1,3,Low-Value / Disengaged,0.22894777,70.05801871418953
8229-BUJHX,Female,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.5,1500.95,No,0,No,21.140140845070423,492.0,49+ mo,4,1,3,8,Loyal High-Value,0.0038491203,0.9468836048617959
7449-HVPIV,Male,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.4,5099.15,No,0,No,92.71181818181816,2169.6000000000004,49+ mo,3,4,4,11,Champions,0.2314189,251.04321484565736
5504-WSIUR,Female,0,No,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),90.25,6385.95,No,0,No,91.22785714285716,2166.0,49+ mo,4,4,4,12,Champions,0.07001455,75.82575903832912
8183-ONMXC,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.75,159.45,Yes,1,No,79.725,1938.0,0-6 mo,1,3,1,5,Price-Sensitive / New,0.6121881,593.2102696895599
8466-PZBLH,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),104.6,6885.75,No,0,No,102.7723880597015,2510.4,49+ mo,4,4,4,12,Champions,0.105834834,132.84388398528097
9614-RMGHA,Male,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),91.85,5940.85,Yes,1,No,91.39769230769232,2204.4,49+ mo,4,4,4,12,Champions,0.25342292,279.3227379441261
8735-IJJEG,Male,0,Yes,No,14,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),50.2,668.85,No,0,No,47.775,1204.8000000000002,13-24 mo,2,2,2,6,At Risk,0.15762313,94.95217176675797
0564-MUUQK,Female,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.5,1916.2,No,0,No,95.81,2292.0,13-24 mo,2,4,3,9,Loyal High-Value,0.30525064,349.8172388076782
5054-IEXZT,Male,0,No,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.35,75.35,Yes,1,No,75.35,1808.4,0-6 mo,1,3,1,5,Price-Sensitive / New,0.78810763,712.6069222927093
5834-ASPWA,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.45,75.45,Yes,1,No,75.45,1810.8,0-6 mo,1,3,1,5,Price-Sensitive / New,0.88109523,797.7436217665672
0701-RFGFI,Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.4,4613.95,No,0,No,94.16224489795918,2289.6000000000004,49+ mo,3,4,4,11,Champions,0.33357552,381.87725179195405
0019-EFAEP,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),101.3,7261.25,No,0,No,100.85069444444444,2431.2,49+ mo,4,4,4,12,Champions,0.011951427,14.528154631331562
5619-PTMIK,Female,0,Yes,No,46,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,53.1,2459.8,No,0,No,53.47391304347826,1274.4,25-48 mo,3,2,3,8,Loyal High-Value,0.18267433,116.40008527636529
3737-XBQDD,Male,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.85,2048.8,No,0,No,85.36666666666667,2036.4,13-24 mo,2,3,3,8,Loyal High-Value,0.3828823,389.8507548451423
5882-CMAZQ,Female,0,Yes,Yes,5,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,34.25,163.55,No,0,No,32.71,822.0,0-6 mo,1,1,1,3,Low-Value / Disengaged,0.22426443,92.17267991602421
5846-QFDFI,Female,0,Yes,Yes,33,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),88.6,2888.7,No,0,No,87.53636363636363,2126.4,25-48 mo,3,3,3,9,Loyal High-Value,0.16091035,171.07988737821577
4445-KWOKW,Female,0,No,No,42,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),60.15,2421.6,No,0,No,57.65714285714286,1443.6,25-48 mo,3,2,3,8,Loyal High-Value,0.048625305,35.09774536192417
3511-APPBJ,Male,0,No,No,23,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.95,2292.75,No,0,No,99.68478260869566,2398.8,13-24 mo,2,4,3,9,Loyal High-Value,0.26758492,320.94135296344757
7967-HYCDE,Male,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.7,553.4,No,0,No,69.175,1696.8000000000002,7-12 mo,1,3,2,6,At Risk,0.38339123,325.26912063360214
2430-RRYUW,Male,0,No,No,66,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,54.8,3465.7,No,0,No,52.51060606060606,1315.1999999999998,49+ mo,4,2,3,9,Loyal High-Value,0.027586024,18.140569549798965
3948-XHGNA,Male,0,No,No,24,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.55,1210.4,Yes,1,No,50.43333333333334,1189.1999999999998,13-24 mo,2,2,2,6,At Risk,0.18247506,108.49967080950736
3723-BFBGR,Male,1,No,No,24,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),54.8,1291.3,No,0,Yes,53.80416666666667,1315.1999999999998,13-24 mo,2,2,2,6,At Risk,0.16393371,107.80280721187592
0565-IYCGT,Male,0,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),78.6,5356.45,Yes,1,No,77.62971014492753,1886.4,49+ mo,4,3,4,11,Champions,0.17185588,162.09446772336958
5447-WZAFP,Female,0,No,No,53,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,100.3,5200.8,No,0,No,98.12830188679246,2407.2,49+ mo,3,4,4,11,Champions,0.11889832,143.10601460337637
5110-CHOPY,Female,0,No,No,60,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,53.6,3237.05,No,0,No,53.950833333333335,1286.4,49+ mo,4,2,3,9,Loyal High-Value,0.069191106,44.50371916294098
5445-UTODQ,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.1,576.65,Yes,1,No,82.37857142857142,1946.4,7-12 mo,1,3,2,6,At Risk,0.70972186,690.7013173341751
4425-OWHWB,Female,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),19.35,433.75,No,0,No,21.6875,464.4,13-24 mo,2,1,2,5,Price-Sensitive / New,0.027949857,6.489956701174378
7892-QVYKW,Female,0,Yes,Yes,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.6,1868.4,No,0,No,81.23478260869565,2054.4,13-24 mo,2,3,3,8,Loyal High-Value,0.3319346,340.9632222175598
9675-ICXCT,Male,0,Yes,Yes,72,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,80.8,5728.55,No,0,No,79.56319444444445,1939.2,49+ mo,4,3,4,11,Champions,0.01324939,12.846608376502992
1024-VRZHF,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,825.7,Yes,1,No,75.06363636363636,1798.8000000000002,7-12 mo,2,3,2,7,At Risk,0.6667615,599.6853088617324
4703-MQYKT,Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,390.4,No,0,No,18.59047619047619,470.4,13-24 mo,2,1,1,4,Price-Sensitive / New,0.00650357,1.5296396389603615
9497-QCMMS,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.55,93.55,Yes,1,Yes,93.55,2245.2,0-6 mo,1,4,1,6,At Risk,0.93498063,1049.6092562198637
5692-ICXLW,Male,1,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.7,2845.15,No,0,Yes,91.77903225806452,2176.8,25-48 mo,3,4,3,10,Champions,0.5397603,587.475101351738
0602-DDUML,Female,0,No,No,57,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,69.75,3894.4,No,0,No,68.32280701754387,1674.0,49+ mo,4,2,4,10,Champions,0.014298874,11.968157499097288
2208-MPXIO,Female,0,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.0,886.4,No,0,No,19.697777777777777,480.0,25-48 mo,3,1,2,6,At Risk,0.0076820664,1.8436959385871887
1960-UYCNN,Male,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.25,1021.55,No,0,No,102.155,2286.0,7-12 mo,2,4,2,8,Loyal High-Value,0.69888216,798.8223118185997
0348-SDKOL,Female,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.1,5885.4,Yes,1,No,101.47241379310344,2450.4,49+ mo,4,4,4,12,Champions,0.4026414,493.31622587442394
3190-FZATL,Male,0,No,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,268.4,No,0,No,19.17142857142857,478.8,13-24 mo,2,1,1,4,Price-Sensitive / New,0.1026024,24.563014532625672
7336-RLLRH,Male,0,Yes,No,27,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,80.85,2204.35,No,0,No,81.64259259259259,1940.4,25-48 mo,2,3,3,8,Loyal High-Value,0.08548249,82.93511475026607
4373-MAVJG,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),90.9,1259.0,Yes,1,No,89.92857142857143,2181.6000000000004,13-24 mo,2,4,2,8,Loyal High-Value,0.49888703,544.1859748005868
8901-HJXTF,Female,0,Yes,Yes,12,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,29.2,309.1,Yes,1,No,25.758333333333336,700.8,7-12 mo,2,1,1,4,Price-Sensitive / New,0.1686418,59.09208869934082
7710-JSYOA,Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),93.3,6398.05,No,0,No,92.72536231884058,2239.2,49+ mo,4,4,4,12,Champions,0.036056314,40.36864877790212
5419-KLXBN,Female,0,Yes,Yes,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.15,2257.75,Yes,1,No,90.31,2139.6000000000004,25-48 mo,2,3,3,8,Loyal High-Value,0.3333308,356.5973006129265
3424-NMNBO,Male,1,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,108.85,6287.25,Yes,1,Yes,108.40086206896552,2612.4,49+ mo,4,4,4,12,Champions,0.4421749,577.5688694000244
9885-MFVSU,Female,0,Yes,Yes,35,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),46.35,1662.05,No,0,No,47.48714285714286,1112.4,25-48 mo,3,2,3,8,Loyal High-Value,0.016411005,9.12780075185001
4514-GFCFI,Female,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.75,1350.15,Yes,1,Yes,84.384375,2034.0,13-24 mo,2,3,2,7,At Risk,0.66237986,673.6403185129166
0607-MVMGC,Male,0,Yes,Yes,45,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),78.75,3600.65,No,0,No,80.01444444444445,1890.0,25-48 mo,3,3,3,9,Loyal High-Value,0.11982941,113.23879133909941
3365-SAIGS,Female,0,No,No,17,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.55,1329.15,No,0,No,78.18529411764706,2005.2,13-24 mo,2,3,2,7,At Risk,0.43793654,439.0751794338226
9828-AOQLM,Female,0,Yes,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.7,45.7,Yes,1,No,45.7,1096.8000000000002,0-6 mo,1,2,1,4,Price-Sensitive / New,0.76171637,417.7252550125122
8022-BECSI,Male,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,422.5,No,0,No,19.204545454545453,470.4,13-24 mo,2,1,2,5,Price-Sensitive / New,0.026217997,6.166472911834717
8000-REIQB,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.95,69.95,Yes,1,Yes,69.95,1678.8000000000002,0-6 mo,1,2,1,4,Price-Sensitive / New,0.85074055,714.1116193056107
9993-LHIEB,Male,0,Yes,Yes,67,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,67.85,4627.65,No,0,No,69.06940298507462,1628.4,49+ mo,4,2,4,10,Champions,0.013704938,11.158560424111782
0266-CLZKZ,Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.65,6717.9,No,0,No,100.26716417910448,2535.6000000000004,49+ mo,4,4,4,12,Champions,0.06465957,81.97540682405234
7615-ESMYF,Female,0,Yes,No,2,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,44.6,97.1,Yes,1,No,48.55,1070.4,0-6 mo,1,2,1,4,Price-Sensitive / New,0.67986625,363.8644193172455
3858-VOBET,Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,1710.45,Yes,1,No,74.36739130434783,1798.8000000000002,13-24 mo,2,3,3,8,Loyal High-Value,0.5064505,455.5015565514565
7020-OZKXZ,Female,1,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),75.5,637.4,No,0,Yes,70.82222222222222,1812.0,7-12 mo,1,3,2,6,At Risk,0.3956881,358.4934065937996
3977-QCRSL,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,117.95,No,0,No,23.59,483.6,0-6 mo,1,1,1,3,Low-Value / Disengaged,0.10398157,25.142743483185768
0017-DINOC,Male,0,No,No,54,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),45.2,2460.55,No,0,No,45.56574074074074,1084.8000000000002,49+ mo,3,2,3,8,Loyal High-Value,0.03511493,19.046337532997132
1447-PJGGA,Female,0,No,No,57,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,95.25,5464.65,Yes,1,No,95.87105263157896,2286.0,49+ mo,4,4,4,12,Champions,0.14446555,165.1241245418787
8565-CLBZW,Male,0,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,89.85,2165.05,Yes,1,No,90.21041666666667,2156.4,13-24 mo,2,3,3,8,Loyal High-Value,0.44493812,479.7322844624519
9139-WQQDY,Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,100.45,4941.8,Yes,1,No,100.8530612244898,2410.8,49+ mo,3,4,4,11,Champions,0.11665826,140.61987010985615
0224-HJAPT,Male,0,No,No,5,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,47.15,223.15,Yes,1,No,44.63,1131.6,0-6 mo,1,2,1,4,Price-Sensitive / New,0.51553196,291.68798135519023
8086-OVPWV,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.2,181.1,Yes,1,No,90.55,1924.8,0-6 mo,1,3,1,5,Price-Sensitive / New,0.77988106,750.5575322628022
9430-FRQOC,Female,0,No,Yes,4,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,87.1,341.45,Yes,1,No,85.3625,2090.4,0-6 mo,1,3,1,5,Price-Sensitive / New,0.8204927,857.5789541959762
7639-OPLNG,Male,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),79.25,5731.85,No,0,No,81.88357142857143,1902.0,49+ mo,4,3,4,11,Champions,0.023952503,22.778830122202635
3074-GQWYX,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.9,357.75,Yes,1,No,71.55,1821.6,0-6 mo,1,3,1,5,Price-Sensitive / New,0.7339187,668.4531760454179
1492-QGCLU,Male,0,Yes,Yes,53,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,85.7,4616.1,No,0,No,87.09622641509435,2056.8,49+ mo,3,3,4,10,Champions,0.14547291,149.60434473752974
6845-RGTYS,Female,0,Yes,No,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,98.75,4533.7,Yes,1,No,96.46170212765956,2370.0,25-48 mo,3,4,4,11,Champions,0.42778638,506.92686036229134
7328-OWMOM,Female,0,No,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.1,589.25,No,0,No,19.008064516129032,482.4,25-48 mo,3,1,2,6,At Risk,0.009703522,2.3404894139617682
4418-LZMSV,Male,0,Yes,Yes,13,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.8,750.1,No,0,No,57.7,1483.1999999999998,13-24 mo,2,2,2,6,At Risk,0.1129216,83.74266080260276
5155-AZQPB,Female,0,Yes,Yes,28,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,49.9,1410.25,No,0,No,50.36607142857143,1197.6,25-48 mo,2,2,3,7,At Risk,0.087348975,52.304566374421114
